Type,Year,Spot,Start,Max,End
X5.4, 2012-03-07, 1429, 00:02:00, 00:24:00,
X4.9, 2014-02-25, 1990, 00:39:00, 00:49:00,
X3.3, 2013-11-05, 1890, 22:07:00, 22:12:00,
X3.2, 2013-05-14, 1748, 00:00:00, 01:11:00,
X3.1, 2014-10-24, 2192, 21:07:00, 21:41:00,
X2.8, 2013-05-13, 1748, 15:48:00, 16:05:00,
X2.7, 2015-05-05, 2339, 22:05:00, 22:11:00,
X2.3, 2013-10-29, 1875, 21:42:00, 21:54:00,
X2.2, 2015-03-11, 2297, 16:11:00, 16:22:00,
X2.2, 2014-06-10, 2087, 11:36:00, 11:42:00,
X2.1, 2013-10-25, 1882, 14:51:00, 15:03:00,
X2.0, 2014-10-27, 2192, 14:12:00, 14:47:00,
X2.0, 2014-10-26, 2192, 10:04:00, 10:56:00,
X1.8, 2014-12-20, 2242, 00:11:00, 00:28:00,
X1.8, 2012-10-23, 1598, 03:13:00, 03:17:00,
X1.7, 2013-10-25, 1882, 07:53:00, 08:01:00,
X1.7, 2013-05-13, 1748, 01:53:00, 02:17:00,
X1.7, 2012-01-27, 1402, 17:37:00, 18:37:00,
X1.6, 2014-11-07, 2205, 16:53:00, 17:26:00,
X1.6, 2014-10-22, 2192, 14:02:00, 14:28:00,
X1.6, 2014-09-10, 2158, 17:21:00, 17:45:00,
X1.5, 2014-06-10, 2087, 12:36:00, 12:52:00,
X1.4, 2012-07-12, 1520, 15:37:00, 16:49:00,
X1.3, 2014-04-25, 2035, 00:17:00, 00:27:00,
X1.3, 2012-03-07, 1430, 01:05:00, 01:14:00,
X1.2, 2014-01-07, 1944, 18:04:00, 18:32:00,
X1.2, 2013-05-15, 1748, 01:25:00, 01:48:00,
X1.1, 2014-10-19, 2192, 04:17:00, 05:03:00,
X1.1, 2013-11-10, 1890, 05:08:00, 05:14:00,
X1.1, 2013-11-08, 1890, 04:20:00, 04:26:00,
X1.1, 2012-07-06, 1515, 23:01:00, 23:08:00,
X1.1, 2012-03-05, 1429, 02:30:00, 04:09:00,
X1.0, 2014-10-25, 2192, 16:55:00, 17:08:00,
X1.0, 2014-06-11, 2087, 08:59:00, 09:06:00,
X1.0, 2014-03-29, 2017, 17:35:00, 17:48:00,
X1.0, 2013-11-19, 1893, 10:14:00, 10:26:00,
X1.0, 2013-10-28, 1875, 01:41:00, 02:03:00,
M9.9, 2014-01-01, 1936, 18:40:00, 18:52:00,
M9.3, 2014-03-12, 1996, 22:28:00, 22:34:00,
M9.3, 2013-10-24, 1877, 00:21:00, 00:30:00,
M9.2, 2015-03-07, 2297, 21:45:00, 22:22:00,
M9.0, 2012-10-20, 1598, 18:05:00, 18:14:00,
M8.7, 2014-12-17, 2242, 04:25:00, 04:51:00,
M8.7, 2014-10-22, 2192, 01:16:00, 01:59:00,
M8.7, 2012-01-23, 1402, 03:38:00, 03:59:00,
M8.4, 2012-03-10, 1429, 17:15:00, 17:44:00,
M8.2, 2015-03-03, 2290, 01:25:00, 01:35:00,
M7.9, 2015-06-25, 2371, 08:02:00, 08:16:00,
M7.9, 2014-11-05, 2205, 09:26:00, 09:47:00,
M7.9, 2012-03-13, 1429, 17:12:00, 17:41:00,
M7.7, 2012-07-19, 1520, 04:17:00, 05:58:00,
M7.6, 2016-07-23, 2567, 05:00:00, 05:16:00,
M7.6, 2015-09-28, 2422, 14:53:00, 14:58:00,
M7.3, 2014-10-02, 2173, 18:49:00, 19:01:00,
M7.3, 2014-04-18, 2036, 12:31:00, 13:03:00,
M7.2, 2014-01-07, 1944, 10:07:00, 10:13:00,
M7.1, 2014-10-27, 2192, 00:06:00, 00:34:00,
M6.9, 2014-12-18, 2241, 21:41:00, 21:58:00,
M6.9, 2012-07-08, 1515, 16:23:00, 16:32:00,
M6.7, 2016-04-18, 2529, 00:14:00, 00:29:00,
M6.7, 2014-10-27, 2192, 09:59:00, 10:09:00,
M6.6, 2015-06-22, 2371, 17:39:00, 18:23:00,
M6.6, 2014-10-28, 2192, 03:23:00, 03:32:00,
M6.6, 2014-01-30, 1967, 15:48:00, 16:11:00,
M6.5, 2014-11-03, 2205, 22:15:00, 22:40:00,
M6.5, 2014-07-08, 2113, 16:06:00, 16:20:00,
M6.5, 2014-04-02, 2027, 13:18:00, 14:05:00,
M6.5, 2013-04-11, 1719, 06:55:00, 07:16:00,
M6.4, 2013-12-31, 1936, 21:45:00, 21:58:00,
M6.3, 2013-11-01, 1884, 19:46:00, 19:53:00,
M6.3, 2012-03-09, 1429, 03:22:00, 03:53:00,
M6.1, 2014-12-04, 2222, 18:05:00, 18:25:00,
M6.1, 2012-07-28, 1532, 20:44:00, 20:56:00,
M6.1, 2012-07-05, 1515, 11:39:00, 11:44:00,
M6.0, 2012-11-13, 1613, 01:58:00, 02:04:00,
M5.9, 2014-08-24, 2151, 12:00:00, 12:17:00,
M5.9, 2013-06-07, 1762, 22:11:00, 22:49:00,
M5.8, 2017-04-03, 2644, 14:19:00, 14:29:00,
M5.8, 2015-03-09, 2297, 23:29:00, 23:53:00,
M5.7, 2017-04-02, 2644, 20:26:00, 20:33:00,
M5.7, 2014-11-16, 2209, 17:35:00, 17:48:00,
M5.7, 2013-05-03, 1739, 17:24:00, 17:32:00,
M5.7, 2012-05-10, 1476, 04:11:00, 04:18:00,
M5.6, 2015-08-24, 2403, 07:26:00, 07:33:00,
M5.6, 2015-01-13, 2257, 04:13:00, 04:24:00,
M5.6, 2012-07-02, 1515, 10:43:00, 10:52:00,
M5.5, 2016-07-23, 2567, 05:27:00, 05:31:00,
M5.5, 2015-10-02, 2422, 00:06:00, 00:13:00,
M5.5, 2012-08-18, 1548, 00:24:00, 01:02:00,
M5.4, 2014-11-06, 2205, 03:32:00, 03:46:00,
M5.3, 2017-04-02, 2644, 07:50:00, 08:02:00,
M5.3, 2014-05-08, 2056, 09:59:00, 10:07:00,
M5.3, 2012-07-04, 1515, 09:47:00, 09:55:00,
M5.2, 2014-02-04, 1967, 03:57:00, 04:00:00,
M5.1, 2015-03-10, 2297, 03:19:00, 03:24:00,
M5.1, 2014-09-28, 2173, 02:39:00, 02:58:00,
M5.1, 2013-10-28, 1875, 04:32:00, 04:41:00,
M5.1, 2012-05-17, 1476, 01:25:00, 01:47:00,
M5.0, 2016-07-23, 2567, 01:46:00, 02:11:00,
M5.0, 2013-11-03, 1884, 05:16:00, 05:22:00,
M5.0, 2013-05-22, 1745, 13:08:00, 13:32:00,
M5.0, 2012-10-22, 1598, 18:38:00, 18:51:00,
M4.9, 2015-01-13, 2257, 04:46:00, 04:58:00,
M4.9, 2014-01-28, 1967, 19:00:00, 19:40:00,
M4.9, 2014-01-27, 1967, 22:05:00, 22:10:00,
M4.7, 2015-12-23, 2473, 00:23:00, 00:40:00,
M4.7, 2012-07-05, 1515, 03:25:00, 03:36:00,
M4.7, 2012-05-09, 1476, 12:21:00, 12:32:00,
M4.6, 2012-07-04, 1515, 22:03:00, 22:09:00,
M4.5, 2015-10-01, 2422, 13:03:00, 13:10:00,
M4.5, 2014-10-20, 2192, 16:00:00, 16:37:00,
M4.5, 2014-09-08, 2158, 23:12:00, 00:29:00,
M4.4, 2017-04-01, 2644, 21:35:00, 21:48:00,
M4.4, 2014-02-02, 1967, 09:24:00, 09:31:00,
M4.4, 2013-10-28, 1882, 15:07:00, 15:15:00,
M4.3, 2014-10-16, 2192, 12:58:00, 13:03:00,
M4.2, 2015-03-12, 2297, 13:50:00, 14:08:00,
M4.2, 2014-10-26, 2192, 18:07:00, 18:15:00,
M4.2, 2013-10-22, 1875, 21:15:00, 21:20:00,
M4.1, 2015-03-02, 2290, 19:21:00, 19:31:00,
M4.1, 2012-05-09, 1476, 21:01:00, 21:05:00,
M4.0, 2015-04-21, 2322, 15:24:00, 15:45:00,
M4.0, 2014-10-24, 2192, 07:37:00, 07:48:00,
M4.0, 2014-01-04, 1944, 19:05:00, 19:46:00,
M3.9, 2015-11-09, 2449, 12:49:00, 13:12:00,
M3.9, 2014-08-25, 2146, 20:06:00, 20:21:00,
M3.9, 2014-06-11, 2087, 20:53:00, 21:03:00,
M3.9, 2013-05-10, 1745, 00:44:00, 00:57:00,
M3.8, 2015-06-21, 2367, 09:38:00, 09:44:00,
M3.8, 2013-11-06, 1890, 13:39:00, 13:46:00,
M3.8, 2012-07-02, 1515, 19:59:00, 20:07:00,
M3.7, 2015-11-04, 2443, 13:31:00, 13:52:00,
M3.7, 2015-03-02, 2290, 15:10:00, 15:28:00,
M3.6, 2015-09-28, 2423, 03:45:00, 03:55:00,
M3.5, 2015-08-22, 2403, 21:19:00, 21:24:00,
M3.5, 2013-12-19, 1934, 23:06:00, 23:19:00,
M3.5, 2013-10-27, 1884, 12:36:00, 12:48:00,
M3.5, 2013-10-24, 1875, 10:30:00, 10:33:00,
M3.5, 2012-11-21, 1618, 15:10:00, 15:30:00,
M3.3, 2013-12-22, 1928, 15:06:00, 15:12:00,
M3.3, 2013-08-17, 1818, 18:16:00, 18:24:00,
M3.3, 2013-04-12, 1718, 19:52:00, 20:38:00,
M3.3, 2012-06-03, 1496, 17:48:00, 17:55:00,
M3.3, 2012-03-02, 1429, 17:29:00, 17:46:00,
M3.2, 2015-03-12, 2297, 04:41:00, 04:46:00,
M3.2, 2013-05-17, 1748, 08:43:00, 08:57:00,
M3.2, 2012-01-19, 1402, 13:44:00, 16:05:00,
M3.1, 2013-12-29, 1936, 07:49:00, 07:56:00,
M3.1, 2013-10-26, 1884, 19:24:00, 19:27:00,
M3.1, 2013-10-24, 1875, 23:58:00, 00:08:00,
M3.0, 2015-06-18, 2371, 16:30:00, 17:36:00,
M3.0, 2015-03-06, 2297, 04:14:00, 04:57:00,
M2.9, 2015-09-29, 2422, 05:05:00, 05:16:00,
M2.9, 2015-08-27, 2403, 04:48:00, 05:44:00,
M2.9, 2015-03-10, 2297, 23:46:00, 00:02:00,
M2.9, 2013-10-25, 1882, 02:48:00, 03:02:00,
M2.9, 2013-06-23, 1778, 20:48:00, 20:56:00,
M2.9, 2013-06-21, 1777, 02:30:00, 03:14:00,
M2.9, 2012-07-06, 1515, 01:37:00, 01:40:00,
M2.8, 2015-12-21, 2472, 00:52:00, 01:03:00,
M2.8, 2013-10-28, 1875, 14:00:00, 14:05:00,
M2.8, 2013-10-09, 1865, 01:23:00, 01:48:00,
M2.8, 2012-11-13, 1613, 20:50:00, 20:54:00,
M2.8, 2012-07-01, 1513, 19:11:00, 19:18:00,
M2.8, 2012-03-14, 1432, 15:08:00, 15:21:00,
M2.7, 2015-03-12, 2297, 21:44:00, 21:51:00,
M2.7, 2013-10-28, 1882, 14:46:00, 15:01:00,
M2.7, 2013-10-23, 1875, 20:41:00, 20:53:00,
M2.7, 2012-07-27, 1532, 17:17:00, 17:26:00,
M2.6, 2015-06-21, 2367, 02:06:00, 02:36:00,
M2.6, 2015-05-05, 2335, 17:12:00, 17:24:00,
M2.6, 2015-03-11, 2297, 07:51:00, 07:57:00,
M2.6, 2012-07-07, 1515, 10:57:00, 11:03:00,
M2.5, 2015-11-04, 2445, 11:55:00, 12:03:00,
M2.5, 2013-11-05, 1890, 08:12:00, 08:18:00,
M2.5, 2013-10-24, 1875, 09:59:00, 10:09:00,
M2.5, 2012-11-13, 1613, 05:42:00, 05:50:00,
M2.4, 2015-02-09, 2282, 22:19:00, 23:35:00,
M2.4, 2015-01-30, 2277, 12:10:00, 12:16:00,
M2.4, 2013-11-11, 1897, 11:01:00, 11:18:00,
M2.4, 2013-11-07, 1890, 14:15:00, 14:25:00,
M2.4, 2012-08-17, 1548, 13:12:00, 13:19:00,
M2.4, 2012-07-05, 1515, 01:05:00, 01:10:00,
M2.4, 2012-06-28, 1513, 16:07:00, 16:12:00,
M2.3, 2017-04-02, 2644, 12:52:00, 13:00:00,
M2.3, 2016-01-01, 2473, 23:10:00, 00:11:00,
M2.3, 2013-11-08, 1891, 09:22:00, 09:28:00,
M2.3, 2013-11-07, 1890, 03:34:00, 03:40:00,
M2.3, 2013-10-26, 1882, 05:59:00, 06:06:00,
M2.3, 2013-10-25, 1882, 19:05:00, 19:21:00,
M2.3, 2012-07-29, 1532, 06:15:00, 06:22:00,
M2.3, 2012-07-04, 1515, 12:07:00, 12:24:00,
M2.3, 2012-07-04, 1515, 04:28:00, 04:37:00,
M2.2, 2015-08-28, 2403, 13:04:00, 13:16:00,
M2.2, 2015-04-21, 2333, 10:17:00, 10:40:00,
M2.2, 2015-04-21, 2322, 11:49:00, 11:57:00,
M2.2, 2015-01-14, 2257, 12:30:00, 12:58:00,
M2.2, 2012-11-28, 1620, 21:20:00, 21:36:00,
M2.2, 2012-07-05, 1515, 02:35:00, 02:42:00,
M2.2, 2012-06-29, 1513, 09:13:00, 09:20:00,
M2.1, 2017-04-02, 2644, 18:18:00, 18:38:00,
M2.1, 2015-09-20, 2415, 17:32:00, 18:03:00,
M2.1, 2015-08-28, 2403, 18:56:00, 19:03:00,
M2.1, 2015-04-21, 2322, 16:55:00, 17:00:00,
M2.1, 2015-01-29, 2268, 11:32:00, 11:42:00,
M2.1, 2012-03-05, 1429, 19:10:00, 19:16:00,
M2.0, 2016-07-24, 2567, 06:09:00, 06:20:00,
M2.0, 2015-06-14, 2360, 00:52:00, 00:59:00,
M2.0, 2015-01-31, 2268, 00:32:00, 00:44:00,
M1.9, 2016-07-24, 2567, 17:30:00, 17:43:00,
M1.9, 2015-11-04, 2445, 03:20:00, 03:26:00,
M1.9, 2015-09-27, 2422, 10:20:00, 10:40:00,
M1.9, 2015-05-06, 2339, 11:45:00, 11:49:00,
M1.9, 2015-05-05, 2339, 09:42:00, 09:47:00,
M1.8, 2016-02-13, 2497, 15:16:00, 15:24:00,
M1.8, 2015-12-28, 2473, 11:20:00, 12:45:00,
M1.8, 2015-04-21, 2322, 21:39:00, 21:45:00,
M1.7, 2015-07-06, 2381, 20:32:00, 20:40:00,
M1.6, 2015-12-22, 2473, 03:15:00, 03:34:00,
M1.6, 2015-09-29, 2422, 11:09:00, 11:15:00,
M1.5, 2015-07-03, 2378, 12:47:00, 12:51:00,
M1.4, 2015-09-29, 2422, 06:39:00, 06:43:00,
M1.4, 2015-08-30, 2403, 02:01:00, 03:30:00,
M1.4, 2015-08-21, 2403, 09:34:00, 09:48:00,
M1.4, 2015-04-08, 2320, 14:37:00, 14:43:00,
M1.3, 2015-09-30, 2422, 10:49:00, 10:59:00,
M1.3, 2015-09-29, 2423, 08:46:00, 08:51:00,
M1.3, 2015-06-13, 2360, 07:20:00, 07:29:00,
M1.3, 2015-05-05, 2335, 14:19:00, 14:25:00,
M1.2, 2017-04-03, 2644, 00:56:00, 01:05:00,
M1.2, 2016-11-29, 2615, 23:29:00, 23:38:00,
M1.2, 2016-07-21, 2567, 00:42:00, 00:46:00,
M1.2, 2015-09-29, 2423, 05:33:00, 05:37:00,
M1.2, 2015-09-29, 2423, 03:11:00, 03:16:00,
M1.2, 2015-08-22, 2403, 06:39:00, 06:49:00,
M1.2, 2015-08-21, 2403, 01:56:00, 02:18:00,
M1.2, 2015-06-18, 2365, 00:33:00, 01:27:00,
M1.2, 2015-05-05, 2339, 13:45:00, 13:53:00,
M1.2, 2015-04-21, 2325, 21:58:00, 22:01:00,
M1.1, 2016-02-15, 2497, 10:41:00, 11:00:00,
M1.1, 2015-12-24, 2473, 01:49:00, 02:12:00,
M1.1, 2015-12-21, 2472, 10:09:00, 10:19:00,
M1.1, 2015-10-16, 2434, 06:11:00, 06:16:00,
M1.1, 2015-10-15, 2434, 23:27:00, 23:31:00,
M1.1, 2015-09-30, 2422, 13:18:00, 13:20:00,
M1.1, 2015-09-29, 2422, 19:20:00, 19:24:00,
M1.1, 2015-09-29, 2422, 03:41:00, 03:43:00,
M1.1, 2015-09-28, 2422, 13:01:00, 13:18:00,
M1.1, 2015-09-28, 2422, 07:27:00, 07:35:00,
M1.1, 2015-09-17, 2415, 09:34:00, 09:40:00,
M1.1, 2015-08-21, 2403, 19:10:00, 20:34:00,
M1.1, 2015-06-21, 2367, 18:10:00, 18:20:00,
M1.1, 2015-04-23, 2322, 09:18:00, 10:07:00,
M1.1, 2015-04-22, 2322, 08:30:00, 08:44:00,
M1.1, 2015-04-12, 2321, 08:51:00, 09:50:00,
M1.0, 2016-11-29, 2615, 17:19:00, 17:23:00,
M1.0, 2016-07-21, 2567, 01:34:00, 01:49:00,
M1.0, 2016-02-14, 2497, 19:18:00, 19:26:00,
M1.0, 2016-02-12, 2497, 10:36:00, 10:47:00,
M1.0, 2015-10-31, 2443, 17:48:00, 17:52:00,
M1.0, 2015-10-04, 2422, 02:34:00, 02:41:00,
M1.0, 2015-10-02, 2422, 17:08:00, 17:18:00,
M1.0, 2015-10-02, 2422, 12:19:00, 12:26:00,
M1.0, 2015-09-29, 2422, 05:53:00, 05:56:00,
M1.0, 2015-09-27, 2422, 20:54:00, 21:00:00,
M1.0, 2015-08-24, 2403, 17:40:00, 17:46:00,
M1.0, 2015-07-06, 2381, 08:24:00, 08:44:00,
M1.0, 2015-06-20, 2371, 06:28:00, 06:48:00,
M1.0, 2015-06-11, 2367, 08:49:00, 08:55:00,
M1.0, 2015-04-21, 2322, 07:08:00, 07:21:00,
C9.9, 2015-10-31, 2443, 19:27:00, 19:33:00,
C9.6, 2016-01-28, 2488, 11:48:00, 12:02:00,
C9.5, 2015-10-13, 2434, 14:05:00, 14:11:00,
C9.4, 2016-02-17, 2497, 04:54:00, 05:01:00,
C9.3, 2017-01-21, 2628, 07:14:00, 07:26:00,
C9.1, 2016-07-21, 2567, 12:47:00, 12:55:00,
C9.1, 2015-12-21, 2472, 05:29:00, 05:39:00,
C8.9, 2016-08-09, 2574, 00:34:00, 00:42:00,
C8.9, 2016-02-11, 2497, 20:18:00, 21:03:00,
C8.8, 2015-10-02, 2422, 15:26:00, 15:32:00,
C8.7, 2015-11-23, 2454, 01:09:00, 02:28:00,
C8.6, 2016-07-10, 2564, 00:53:00, 00:59:00,
C8.5, 2016-08-07, 2572, 15:03:00, 15:09:00,
C8.1, 2015-10-02, 2422, 17:55:00, 18:00:00,
C8.0, 2017-04-02, 2645, 02:41:00, 02:46:00,
C8.0, 2015-12-28, 2473, 00:18:00, 00:28:00,
C7.8, 2015-12-26, 2473, 05:01:00, 05:10:00,
C7.8, 2015-12-12, 2470, 13:36:00, 13:46:00,
C7.8, 2015-10-30, 2443, 19:57:00, 20:16:00,
C7.7, 2015-10-21, 2436, 17:48:00, 17:56:00,
C7.6, 2015-10-02, 2422, 08:30:00, 08:38:00,
C7.5, 2016-11-29, 2615, 07:03:00, 07:10:00,
C7.5, 2015-12-28, 2473, 15:23:00, 15:31:00,
C7.5, 2015-12-23, 2472, 04:02:00, 04:14:00,
C7.4, 2016-05-14, 2543, 11:28:00, 11:34:00,
C7.4, 2016-02-17, 2497, 18:06:00, 18:13:00,
C7.3, 2017-04-03, 2644, 13:18:00, 13:24:00,
C7.2, 2016-07-21, 2567, 11:06:00, 11:19:00,
C7.2, 2016-02-18, 2497, 01:49:00, 01:58:00,
C7.2, 2015-11-02, 2445, 09:50:00, 10:00:00,
C7.2, 2015-10-02, 2422, 13:31:00, 13:37:00,
C6.9, 2016-07-24, 2567, 13:34:00, 14:04:00,
C6.9, 2016-02-14, 2497, 09:52:00, 10:25:00,
C6.9, 2015-12-25, 2472, 16:59:00, 17:29:00,
C6.8, 2016-07-16, 2567, 06:57:00, 07:04:00,
C6.8, 2016-02-12, 2497, 17:10:00, 17:21:00,
C6.8, 2015-12-29, 2473, 10:11:00, 10:32:00,
C6.7, 2015-12-08, 2463, 18:59:00, 19:14:00,
C6.6, 2016-07-22, 2567, 06:34:00, 06:51:00,
C6.6, 2016-07-17, 2565, 21:31:00, 23:35:00,
C6.6, 2015-12-16, 2468, 08:34:00, 09:03:00,
C6.6, 2015-10-31, 2443, 18:56:00, 19:07:00,
C6.6, 2015-10-17, 2435, 23:18:00, 23:35:00,
C6.5, 2016-06-11, 2552, 21:59:00, 22:28:00,
C6.5, 2015-11-01, 2443, 00:22:00, 00:27:00,
C6.4, 2015-11-01, 2443, 21:29:00, 23:14:00,
C6.3, 2015-12-22, 2472, 13:06:00, 13:38:00,
C6.3, 2015-11-02, 2445, 00:45:00, 00:50:00,
C6.3, 2015-11-01, 2443, 17:34:00, 18:03:00,
C6.3, 2015-10-21, 2436, 04:29:00, 04:34:00,
C6.2, 2015-12-21, 2473, 18:08:00, 18:27:00,
C6.2, 2015-11-01, 2443, 01:11:00, 01:15:00,
C6.1, 2017-01-21, 2628, 10:59:00, 11:08:00,
C6.1, 2015-10-31, 2443, 22:56:00, 23:04:00,
C6.0, 2016-11-30, 2615, 01:14:00, 01:19:00,
C5.9, 2015-12-24, 2472, 05:08:00, 06:16:00,
C5.9, 2015-10-30, 2443, 14:14:00, 14:22:00,
C5.9, 2015-10-30, 2437, 15:33:00, 15:37:00,
C5.8, 2016-04-16, 2529, 19:42:00, 19:58:00,
C5.8, 2015-10-31, 2443, 21:13:00, 21:18:00,
C5.8, 2015-10-02, 2422, 06:54:00, 07:09:00,
C5.7, 2017-04-03, 2644, 04:55:00, 05:27:00,
C5.6, 2016-09-22, 2595, 05:40:00, 05:47:00,
C5.6, 2016-08-08, 2574, 10:36:00, 10:44:00,
C5.6, 2016-08-07, 2571, 22:26:00, 22:32:00,
C5.6, 2015-12-11, 2465, 16:48:00, 17:16:00,
C5.6, 2015-11-22, 2454, 05:31:00, 05:38:00,
C5.6, 2015-11-01, 2443, 03:35:00, 03:39:00,
C5.5, 2017-04-18, 2651, 19:21:00, 20:10:00,
C5.5, 2017-04-06, 2645, 12:01:00, 12:10:00,
C5.5, 2015-11-03, 2443, 18:43:00, 19:09:00,
C5.5, 2015-10-30, 2436, 08:21:00, 08:41:00,
C5.3, 2016-01-28, 2488, 05:17:00, 05:23:00,
C5.3, 2015-12-13, 2468, 08:25:00, 10:34:00,
C5.2, 2016-02-15, 2497, 08:26:00, 08:41:00,
C5.2, 2015-12-12, 2468, 05:05:00, 05:28:00,
C5.2, 2015-10-31, 2443, 14:54:00, 15:02:00,
C5.2, 2015-10-30, 2443, 16:21:00, 16:25:00,
C5.1, 2017-04-01, 2645, 22:59:00, 23:03:00,
C5.1, 2017-03-27, 2645, 17:55:00, 18:20:00,
C5.1, 2016-07-07, 2561, 07:49:00, 07:56:00,
C5.1, 2016-02-04, 2494, 18:15:00, 18:22:00,
C5.1, 2016-02-04, 2494, 18:15:00, 18:22:00,
C5.1, 2015-11-22, 2454, 01:37:00, 02:10:00,
C5.0, 2017-04-03, 2644, 20:07:00, 20:13:00,
C5.0, 2015-11-02, 2443, 14:29:00, 15:00:00,
C5.0, 2015-11-01, 2443, 16:33:00, 16:43:00,
C4.9, 2017-04-04, 2645, 23:30:00, 23:42:00,
C4.9, 2016-05-15, 2543, 03:58:00, 04:09:00,
C4.9, 2015-11-01, 2443, 20:11:00, 20:23:00,
C4.8, 2016-05-14, 2543, 15:15:00, 15:19:00,
C4.8, 2015-10-17, 2435, 21:52:00, 21:59:00,
C4.8, 2015-10-02, 2422, 07:44:00, 07:49:00,
C4.7, 2017-04-02, 2644, 21:07:00, 21:10:00,
C4.7, 2015-10-17, 2434, 21:12:00, 21:19:00,
C4.6, 2016-07-20, 2567, 22:03:00, 22:17:00,
C4.6, 2016-02-17, 2497, 20:05:00, 20:22:00,
C4.6, 2015-12-18, 2469, 04:55:00, 05:09:00,
C4.6, 2015-11-04, 2445, 08:47:00, 09:00:00,
C4.6, 2015-10-30, 2443, 09:50:00, 10:18:00,
C4.5, 2015-12-08, 2466, 22:40:00, 22:55:00,
C4.5, 2015-10-17, 2434, 12:31:00, 12:35:00,
C4.5, 2015-10-13, 2434, 01:12:00, 01:16:00,
C4.4, 2016-07-18, 2565, 08:09:00, 08:23:00,
C4.4, 2015-11-06, 2449, 18:04:00, 18:11:00,
C4.4, 2015-10-22, 2434, 02:13:00, 03:40:00,
C4.3, 2017-04-07, 2645, 19:42:00, 19:49:00,
C4.3, 2015-12-30, 2473, 22:39:00, 22:45:00,
C4.3, 2015-10-16, 2435, 13:20:00, 13:24:00,
C4.2, 2016-02-15, 2497, 17:46:00, 17:52:00,
C4.2, 2015-12-12, 2469, 06:05:00, 06:13:00,
C4.2, 2015-10-30, 2443, 07:04:00, 07:15:00,
C4.2, 2015-10-16, 2434, 13:36:00, 13:42:00,
C4.1, 2017-02-22, 2638, 13:03:00, 13:27:00,
C4.1, 2016-04-15, 2529, 14:04:00, 14:30:00,
C4.1, 2016-02-15, 2497, 21:14:00, 21:40:00,
C4.1, 2015-12-28, 2473, 16:56:00, 17:01:00,
C4.1, 2015-12-26, 2473, 15:10:00, 15:26:00,
C4.1, 2015-12-22, 2473, 14:17:00, 14:41:00,
C4.1, 2015-10-30, 2443, 04:11:00, 04:22:00,
C4.0, 2016-12-10, 2615, 16:48:00, 17:15:00,
C4.0, 2015-12-04, 2462, 16:53:00, 17:10:00,
C4.0, 2015-10-02, 2422, 06:19:00, 06:24:00,
C3.9, 2017-04-03, 2645, 11:07:00, 11:13:00,
C3.9, 2016-02-15, 2497, 04:02:00, 04:19:00,
C3.9, 2015-12-10, 2468, 07:41:00, 07:50:00,
C3.9, 2015-11-03, 2445, 16:54:00, 17:00:00,
C3.9, 2015-10-30, 2443, 04:56:00, 05:03:00,
C3.9, 2015-10-19, 2436, 17:23:00, 17:27:00,
C3.9, 2015-10-15, 2434, 18:31:00, 18:38:00,
C3.8, 2017-04-03, 2645, 08:09:00, 08:14:00,
C3.8, 2015-10-31, 2443, 05:59:00, 06:35:00,
C3.8, 2015-10-16, 2434, 12:44:00, 13:07:00,
C3.7, 2017-04-04, 2644, 07:02:00, 07:12:00,
